pointer_offsets;pointer_value;separators;extract
0xD86274;0x00A44CB4;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Genesis unit to†Use them against your opponent.{$80ff00}Damage is 6{$}with†Please help me.
0xD864A4;0x00A44D88;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Bermuda△'s†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD861D4;0x00A44E78;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Oracle Think Tank's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD8638C;0x00A44F58;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Dimension Police's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD864CC;0x00A45038;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Aqua Force's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD86404;0x00A45110;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Spike Brothers'†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD863DC;0x00A451EC;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Dark Irregulars'†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD86454;0x00A452CC;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Gyakuchronicle's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD86544;0x00A453A4;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Neo Nexus's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD861FC;0x00A4547C;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Shadow Paladin's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD86224;0x00A45558;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Gold Paladin's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD861AC;0x00A45634;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Royal Paladin's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD8642C;0x00A45710;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Pale Moon's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD863B4;0x00A457E8;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Link Joker's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD8624C;0x00A458C4;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Angel Feather's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD864F4;0x00A459A0;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Megacolony's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD86364;0x00A45A78;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Nova Gripper's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD8647C;0x00A45B54;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Gran Blue's†Using units, attack your opponent's†{$80ff00}Damage is 6{$}Do it for me.
0xD8651C;0x00A45C2C;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Great Nature unit†Using this, end phase effects trigger.†{$80ff00}Hand size is 14 cards{$}Do it for me.
0xD86204;0x00A45D38;00 00;Mission 10
0xD86394;0x00A45D48;00 00;Mission 20
0xD86524;0x00A45D58;00 00;Mission 30
0xD866B4;0x00A45D68;00 00;Mission 40
0xD86844;0x00A45D78;00 00;Mission 50
0xD8609C;0x00A45D88;00 00;Mission 01
0xD8622C;0x00A45D98;00 00;Mission 11
0xD863BC;0x00A45DA8;00 00;Mission 21
0xD8654C;0x00A45DB8;00 00;Mission 31
0xD866DC;0x00A45DC8;00 00;Mission 41
0xD860C4;0x00A45DD8;00 00;Mission 02
0xD86254;0x00A45DE8;00 00;Mission 12
0xD863E4;0x00A45DF8;00 00;Mission 22
0xD86574;0x00A45E08;00 00;Mission 32
0xD86704;0x00A45E18;00 00;Mission 42
0xD860EC;0x00A45E28;00 00;Mission 03
0xD8627C;0x00A45E38;00 00;Mission 13
0xD8640C;0x00A45E48;00 00;Mission 23
0xD8659C;0x00A45E58;00 00;Mission 33
0xD8672C;0x00A45E68;00 00;Mission 43
0xD86114;0x00A45E78;00 00;Mission 04
0xD862A4;0x00A45E88;00 00;Mission 14
0xD86434;0x00A45E98;00 00;Mission 24
0xD865C4;0x00A45EA8;00 00;Mission 34
0xD86754;0x00A45EB8;00 00;Mission 44
0xD8613C;0x00A45EC8;00 00;Mission 05
0xD862CC;0x00A45ED8;00 00;Mission 15
0xD8645C;0x00A45EE8;00 00;Mission 25
0xD865EC;0x00A45EF8;00 00;Mission 35
0xD8677C;0x00A45F08;00 00;Mission 45
0xD86164;0x00A45F18;00 00;Mission 06
0xD862F4;0x00A45F28;00 00;Mission 16
0xD86484;0x00A45F38;00 00;Mission 26
0xD86614;0x00A45F48;00 00;Mission 36
0xD867A4;0x00A45F58;00 00;Mission 46
0xD8618C;0x00A45F68;00 00;Mission 07
0xD8631C;0x00A45F78;00 00;Mission 17
0xD864AC;0x00A45F88;00 00;Mission 27
0xD8663C;0x00A45F98;00 00;Mission 37
0xD867CC;0x00A45FA8;00 00;Mission 47
0xD861B4;0x00A45FB8;00 00;Mission 08
0xD86344;0x00A45FC8;00 00;Mission 18
0xD864D4;0x00A45FD8;00 00;Mission 28
0xD86664;0x00A45FE8;00 00;Mission 38
0xD867F4;0x00A45FF8;00 00;Mission 48
0xD861DC;0x00A46008;00 00;Mission 09
0xD8636C;0x00A46018;00 00;Mission 19
0xD864FC;0x00A46028;00 00;Mission 29
0xD8668C;0x00A46038;00 00;Mission 39
0xD8681C;0x00A46048;00 00;Mission 49
0xD86518;0x00A46058;00 00;End turn with 14 cards in hand
0xD867C0;0x00A460A4;00 00;Set your hand size to 16 and win.
0xD860B8,0xD860E0,0xD86130,0xD86158,0xD86180,0xD861A8,0xD861D0,0xD861F8,0xD86220,0xD86248,0xD86270,0xD86298,0xD862C0,0xD862E8,0xD86310,0xD86338,0xD86360,0xD86388,0xD863B0,0xD863D8,0xD86400,0xD86428,0xD86450,0xD86478,0xD864A0,0xD864C8,0xD864F0,0xD86540,0xD86568,0xD86590,0xD865B8,0xD865E0,0xD86608,0xD86630,0xD86658,0xD86680,0xD866A8,0xD866D0,0xD866F8,0xD86720,0xD86748,0xD86770,0xD86798,0xD867E8,0xD86810,0xD86838,0xD86860;0x00A460EC;00 00 00 00;Victory this turn
0xD86108;0x00A46124;00 00 FF FF;Defend against the opponent's attack
0xD8F144;0x00A4615C;00 00;ｺﾐｯｸｽﾀｲﾙvol.1
0xD8E4DC;0x00A46178;00 00;Battlemaster Dragonstar
0xD8819C;0x00A4619C;00 00;Dual Sword Awakening
0xD8BFA4;0x00A461C0;00 00 00 00;Infinite Reincarnation
0xD89438;0x00A461E4;00 00;Azure Gale Fleet
0xD87534;0x00A46208;00 00;Duke Invasion
0xD8B970;0x00A4622C;00 00 00 00;Shining Thunder Speed
0xD93BB4;0x00A46250;00 00;The Roar of the Cosmos
0xD8C5D8;0x00A4627C;00 00 00 00;Dragon Sword Dual Combat
0xD8A6D4;0x00A462A4;00 00 00 00;Dragon Seal Release
0xD8DEA8;0x00A462CC;00 00;Windflower Skyward
0xD8EB10;0x00A462F0;00 00;Divine Soul Smash
0xD8FDAC;0x00A46314;00 00 00 00;Steel Black Knight
0xD87B68;0x00A46344;00 00 00 00;Shadow Divinity Devourer
0xD8AD08;0x00A4636C;00 00 00 00;Black Ring Shackles
0xD91CB0;0x00A46390;00 00;Galactic Warrior
0xD89A6C;0x00A463BC;00 00;Dragon Rider Clash
0xD887D0;0x00A463E0;00 00;Limit Break
0xD8CC0C;0x00A46404;00 00 00 00;Pyro Dance
0xD86F00;0x00A46428;00 00;Dragon Soul Chaos Dance
0xD90A14;0x00A4644C;00 00 00 00;Divine Vanguards
0xD91048;0x00A46484;00 00;Kurara's Song Maiden
0xD9167C;0x00A464B0;00 00 00 00;Mystic Prophet
0xD8F778;0x00A464E4;00 00 00 00;Song Maiden's Banquet
0xD941E8;0x00A46518;00 00;Singer Princess Academy
0xD88E04;0x00A46548;00 00 00 00;Beast King Rush
0xD922E4;0x00A46570;00 00 00 00;Dragon God of Creation
0xD8A0A0;0x00A465A4;00 00 00 00;King Knight's Triumph
0xD903E0;0x00A465CC;00 00 00 00;Illusory Army
0xD8B33C;0x00A465FC;00 00;Cataclysm Chaos
0xD868CC;0x00A46620;00 00 00 00;King Knight's Arrival
0xD93580;0x00A46648;00 00 00 00;Divine Round Dance
0xD92918;0x00A46678;00 00;Duet of Song Maids
0xD92F4C;0x00A466AC;00 00;Lullaby of the Nightshade
0xD8D874;0x00A466E0;00 00 00 00;Time-Space Transcendence
0xD9481C;0x00A46710;00 00 00 00;Pioneer and Extirpator
0xD95488;0x00A4674C;00 00;What you get is uncertain, a game oath that can be purchased with CP.†This is the original pack.
0xD94E54;0x00A467C0;00 00 00 00;You can obtain Fighter Collection cards, game†This is our original pack.
0xD95ABC;0x00A46828;00 00 00 00;Other packs cannot obtain this card, C†This is a game original pack that can be purchased with P points.
0xD8F148;0x00A468D0;00 00 00 00;"""Perfect Tuner"" ""Guide贤者 Zeno"" etc.†is included."
0xD8E4E0;0x00A4695C;00 00 00 00;"""Creation Dragon Amnesia""・Messiah"" and ""Rider of Dawnlight†""Grug Winth"" is included."
0xD94820;0x00A46A04;00 00 00 00;"""Bond Eraser Graywone"" and ""Sword士 of Light Ames""†These are included."
0xD87538;0x00A46ABC;00 00 00 00;Moon Goddess Tsukuyomi, Dimensional Robotic Destroyer Dyusha†These are included.
0xD91680;0x00A46B64;00 00;"Hexagonal・Mega ""Battle Sister par""†Feeds are included in this."
0xD90A18;0x00A46BD4;00 00;"CEO Amaterasu Battle Sister Furoma†It contains units with the Attribute ""Jyu""."
0xD8CC10;0x00A46C44;00 00 00 00;"Lavacro Dragon Botex・Dragon Newt ""Blue Flame""†The liberator Prominence Score is included, among others."
0xD88E08;0x00A46D18;00 00;"""School Hunters Leopard"" ""Silver Thorn Dragon User Luki""†They are included in this package."
0xD87B6C;0x00A46DD4;00 00;"Phantom・Blaster・Dragon Blast†・Those including ""Dark"" are included."
0xD86F04;0x00A46E48;00 00;Soul Saber・Dragon Scarlet Whisper†These are included in this package: Chi, Here We Go
0xD8EB14;0x00A46EBC;00 00;"Black Dragon Aura Gazzer・Damphora Chronos†Ragon・Next Stage"" and others are included."
0xD8BFA8;0x00A46F54;00 00;"Liberator Monarch Sanctuary Alfred†Starlight Soldier“Ω”Cards like ""Glendios"" are included."
0xD8A0A4;0x00A4701C;00 00;"""Liberator of the Round Table Alfred"" ""War God in Moonlight Al""†Cards like Temis are included."
0xD89A70;0x00A470D8;00 00 00 00;"""Shining Lion Platinia"" ""Solar Goddess A...""†Cards such as ""Matelas"" are included."
0xD941EC;0x00A4718C;00 00 00 00;"""Galaxy of the Academy Olivia"" and ""Call from the Future Ro""†It includes units like リス."
0xD8DEAC;0x00A47238;00 00;"PrimaVera and Netare Mizukashira Ra†Cards like ""Nebros"" are included."
0xD93584;0x00A472F0;00 00;"""Cosmic Holy Artifact CEO Yggdrasil"" ""Wisdom and Courage Holy Artifact Bu""†It includes cards like ""Lunhillde."""
0xD9291C;0x00A473AC;00 00;Duo Stage Storm Yoh Duo Enchanting Eyes†They include units like Ryt.
0xD881A0;0x00A47460;00 00;""" Majestic Roadblaster"" ""Dragonic...""†It includes ""Overload·The End,"" among others."
0xD868D0;0x00A474E8;00 00;"King Knight Alfred Dragonnic・Over†Those include ""Road"" and others."
0xD92F50;0x00A4756C;00 00;"Defender Phantom・Blaster“Abyss”』†""Enchanted Sorceress Fianna"" is included, among others."
0xD8A6D8;0x00A47638;00 00 00 00;Divine Vow Guardian Angel Remiel Blaze狱 Dragon Brokeade†・It includes cards like Inferno.
0xD8943C;0x00A476F8;00 00;"Azure Gale Dragon Mailstorm Ultimate Dimensional Robo Gre†It includes units like ""Torrential Destruction"" and others."
0xD9104C;0x00A477A8;00 00;Eternal Idol Pasificca PR♥ISM-P Ra†It includes units like Brat and others.
0xD8F77C;0x00A47840;00 00;"Top Idol Pasificca and Top Idol†Cards like ""Riviere"" are included."
0xD8AD0C;0x00A478B8;00 00;Shinogu Soldier Nebula Road・Dragon, Fang Tooth†Cards like Liberator Galmaur are included.
0xD903E4;0x00A47970;00 00 00 00;Perfect Tuner Azurial Beast・Dragon†Those and others are included.
0xD887D4;0x00A479F4;00 00;Blazing Lion Bründel Edge Dragonic Card†Izaru・It includes cards like Vermilion, etc.
0xD8FDB0;0x00A47A98;00 00 00 00;Daddy Devil・Emperor Spectral・†Duke・It includes cards like Dragon, etc.
0xD8B974;0x00A47B28;00 00 00 00;All-Knowing Artifact Minerva, Eraser Tempest†Bolt・It includes cards like Dragon, etc.
0xD8B340;0x00A47BD8;00 00 00 00;Starlight Soldier Chaos Breaker Dragon Blue Wave Dragon†Tetradrive・It includes cards like Dragon, etc.
0xD922E8;0x00A47C8C;00 00;Exceed Dragon Dragiconic・Newberge Crew†El・It includes cards like Dragon, etc.
0xD8C5DC;0x00A47D20;00 00;"Explorer Singseaver・Dragon ""Bicker House""†GvBnNuckle・It includes cards like Dragon, etc."
0xD8D878;0x00A47DCC;00 00;Chronos Command Dragon・Dragon Holy Dragon†Saint Blow・It includes cards like Dragon, etc.
0xD8D244;0x00A47E7C;00 00 00 00;Starlight Soldier Blaster・Joker Source Seeker†Alfred・It includes units like Excite.
0xD93BB8;0x00A47F48;00 00;"""Dimensional Robo Commander Great Diverse""†It includes units like ""Hyper Universe Brave Extaiger""."
0xD91CB4;0x00A48030;00 00 00 00;Eternal Unyielding Ashla・Kaiser Galaxy†—・It includes units like Brow Kryuger.
0xD94E50;0x00A480C4;00 00;ﾌｧｲﾀｰｽﾞｺﾚｸｼｮﾝ
0xD95484;0x00A480E0;00 00;Random Pack
0xD95AB8;0x00A480F0;00 00;Collection Pack
0xD96208;0x00A48104;00 00;Eresh Soucha
0xD96218;0x00A48114;00 00 00 00;Sukesora su atae wa
0xD96328;0x00A48128;00 00 00 00;Mayoshicenaitei
0xD961B8;0x00A4813C;00 00;Change Hosei UI
0xD96258;0x00A4814C;00 00;Chituhitahe
0xD962E8;0x00A4815C;00 00 00 00;Rains Must Fall
0xD96368;0x00A48170;00 00;Rehehemarika
0xD962B8;0x00A48180;00 00;Meashi Ehyake
0xD962C8;0x00A48190;00 00;Shinuise Sesota
0xD962F8;0x00A481A0;00 00;Full moon night whispers
0xD96268;0x00A481B0;00 00 00 00;nuocjie motoni so
0xD96248;0x00A481C4;00 00 00 00;Slipping Through the Belly Button
0xD96198;0x00A481D8;00 00 00 00;Nice battle scene ne?
0xD961F8;0x00A481EC;00 00;Narurore wo tsu
0xD96338;0x00A481FC;00 00;Load ship complete
0xD961A8;0x00A4820C;00 00;Twist and Shout View
0xD962D8;0x00A4821C;00 00;Unmatched
0xD96228;0x00A4822C;00 00;Wanehita's Neck
0xD96238;0x00A4823C;00 00;I also have mine
0xD96298;0x00A4824C;00 00;Weirmahua
0xD961E8;0x00A4825C;00 00;Takufuafunahi
0xD96318;0x00A4826C;00 00 00 00;cocktail tofu
0xD96288;0x00A48280;00 00;Yūka's Umbrella
0xD961C8;0x00A48290;00 00 00 00;Hufunechumeumu
0xD96348;0x00A482A4;00 00;Both and also
0xD96278;0x00A482B4;00 00;Slender Maiden is also
0xD96358;0x00A482C4;00 00 00 00;Harshisureyoru
0xD962A8;0x00A482D8;00 00;Only Breakthrough Maiden
0xD961D8;0x00A482E8;00 00;Don't hesitate to weaken
0xD96308;0x00A482F8;00 00;Yushikichihoko
0xD963F4;0x00A48308;00 00;Let's go to the tournament venue.
0xD96444;0x00A4833C;00 00;Let's go to the national tournament venue.
0xD963DC;0x00A4837C;00 00;Let's go to Kaji Academy Middle School
0xD963E4;0x00A483BC;00 00 00 00;Let's go to Koshikai High School
0xD963EC;0x00A483F4;00 00 00 00;Let's go to Fugou High School
0xD96434;0x00A48430;00 00;Let's go to school
0xD96414;0x00A4845C;00 00;Let's go to the riverside promenade.
0xD9640C;0x00A484A4;00 00 00 00;Let's go to the event venue.
0xD9643C;0x00A484DC;00 00 00 00;Let's go to the regional qualifier venue.
0xD963BC;0x00A48528;00 00;Let's go to the manly card shop
0xD963CC;0x00A48568;00 00;Let's go to the Vanguard Leader.
0xD96424;0x00A48598;00 00;Let's go to Asakusa.
0xD963C4;0x00A485C4;00 00;Let's go to Arukida Road
0xD963D4;0x00A485F4;00 00 00 00;Let's go to Kogakuin Senior High.
0xD963B4,0xD96404;0x00A4863C;00 00;Let's go to the park.
0xD963FC;0x00A48668;00 00 00 00;Let's go to Cardcapitol 2nd Store
0xD9644C;0x00A486AC;00 00 00 00;Let's go to the Vanguard Colosseum.
0xD963AC;0x00A486E0;00 00 00 00;Let's go to Card Capital.
0xD9641C;0x00A4870C;00 00;Let's go to Dragon Emperor Ability.
0xD96454;0x00A48740;00 00;Let's fight with everyone!
0xD9642C;0x00A48758;00 00 FF FF;Let's wander through the town.
0xD96710,0xD96714;0x00A4877C;00 00;Before obtaining the quest signature†Capital Nagisa has gone somewhere†It's too late!†Help me find them!!
0xD967B0;0x00A48828;00 00 00 00;Quiz and Fight Tournament!
0xD96930;0x00A48854;00 00 00 00;Emergency event activated!
0xD965E8;0x00A48890;00 00 00 00;Fight event starting!
0xD968B8;0x00A488BC;00 00;Practice partner needed!
0xD96840;0x00A488F8;00 00 00 00;Teammate recruitment!
0xD965A0;0x00A48920;00 00 00 00;Recruit Event Staff!
0xD966D8;0x00A4894C;00 00;Vanguard fighter recruitment!
0xD96660;0x00A48984;00 00;Recruit Battle Partners!
0xD96648;0x00A489B0;00 00 00 00;Challenger from Vanguard!
0xD96600;0x00A489F4;00 00;Help with making reference books!
0xD965C0,0xD965C4;0x00A48A38;00 00;A cat is on the playmat.†Cannot move while mounted†Fight paused.†Please help me!
0xD96570;0x00A48AF0;00 00;Fight!
0xD96758,0xD9675C;0x00A48B08;00 00;Prepare for the event†Please help me!
0xD96900;0x00A48B50;00 00 00 00;I want to fight!
0xD96810;0x00A48B64;00 00 00 00;Please save me!
0xD96630;0x00A48B7C;00 00 00 00;Please perform an annul!
0xD966A8;0x00A48B98;00 00 00 00;Thanks for the fight!
0xD96870;0x00A48BB4;00 00 00 00;Let's fight!
0xD968A0;0x00A48BC8;00 00;Let's make an cheer song!
0xD96818,0xD9681C;0x00A48BF0;00 00;The children are fighting†I've made a mistake.†Nakano Ori's support begins†I want to do it!
0xD966B0,0xD966B4;0x00A48C40;00 00 00 00;Japan's Vanguard fighters and†More battles please†I want to try it out!
0xD96890,0xD96894;0x00A48C88;00 00;Let's try various things together.†Shall we go to the field?†More familiar with Japan†I want to do it!
0xD965A8;0x00A48CE4;00 00;at the Dragon Empire Branch†Help with the events being held†We're looking for people to give cards!
0xD966E0,0xD966E4;0x00A48D84;00 00 00 00;Event promotion†Can you appear in the video?†We are recruiting fighters!
0xD965AC;0x00A48DFC;00 00;at the Dragon Empire Branch†Help with the events being held†We're looking for people to give cards!†We welcome energetic people!†It's okay for beginners!†I will explain with great care!
0xD96578,0xD9657C;0x00A48F64;00 00;I just started playing Vanguard.†So, why don't you team up with me?†Fight please.†Please take care!
0xD967B8,0xD967BC;0x00A48FF4;00 00;Let's hold an event!†Quiz tournaments and battle tournaments too†There it is!†Everyone's participation, we're waiting for you!
0xD964A4;0x00A490A4;00 00 00 00;Fight with me!†When you're ready, activate your card capi.†Come to my Shop 2.†Let's fight and enjoy together!
0xD96608,0xD9660C;0x00A49184;00 00;New to Vanguard†I'm working on a reference book for humans.†Help wanted!
0xD968F0;0x00A49260;00 00;Heading towards the National Tournament†I'll be your practice opponent!
0xD964B8,0xD964BC;0x00A492E0;00 00 00 00;A fighter aiming for the next rank†Enter?†I'll challenge you to a battle!
0xD96498,0xD967E0;0x00A49360;00 00;Fight with me!
0xD96780;0x00A49380;00 00;Teach me wasabi!
0xD96690;0x00A49394;00 00;Find the clerk!
0xD96750;0x00A493C4;00 00;Help prepare for the event!
0x10512C,0xD96848,0xD9684C;0x00A49400;00 00 00 00;People who want to become our allies†I'm ready!†There's also a test.†Come prepared!
0xD96768;0x00A494A8;00 00 00 00;Fight, my dear!
0xD96650,0xD96654;0x00A494C0;00 00;Vangoro asks about Vanguard†Let's challenge the Guard Quiz!†Prepare an extravagant gift†I'm ready!
0xD96950,0xD96954;0x00A49584;00 00;Help me vent!†Weaklings are not welcome!
0xD965D8,0xD965DC;0x00A49604;00 00;For submitting an entry for the reward contest†Let's do a quiz together.†Solve it for me!
